Hotel Name,Hotel Class,Hotel Rating,Hotel Quality,Location,Cleanliness,Service,User Name,Review Title,Review Text,Date of Stay,User Rating,Review Likes,Trip Type,Value,Location,Cleanliness,Service,Rooms,Sleep Quality
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Elena L,Excellent hotel for a good price,"As every holiday inn hotel, very simple but clean, spacious, and great location.Very close to Stratford station, just 10 mins walk.Big rooms with nice bathroom. Cleaning service every day.I left the card of 'still inside the room' few times as they change towels and bed sheets every day, and i didn't really need it, as i was staying for a week.Breakfast is included in the price and it's very good for a small hotel like this one.Bar on ground floor is opened most of the time.They have a nice option of lunch and dinner there, not very expensive.I had a Cajun Chicken burger with avocado for dinner once and it was amazing.",December 2017,5.0,73,Traveled on business,5.0,-1,-1,5.0,5.0,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,KadekPe,Simply good,"Stayed here for couple of days during the event, it was good. room was clean and perfect. small in size but enough. breakfast was good with some option but after 4 days had the same breakfast, it start to feel bored. my suggestion is need to change the menu every 3 days :)price wise quite expensive though.",November 2017,4.0,46,Traveled on business,-1,4.0,4.0,4.0,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,wearecity,Great,"Location wise it's about a 10 minute walk from Stratford underground station. A smaller DLR station is closer. It's also about a 10 minute walk from the Stratford Centre and high street.Checking in was excellent, the young lady on 16th December, was so polite and helpful. One room we had was 118 if that helps indentify her. Also very good to be able to check in at approximately 1115.The rooms were clean and spacious enough including the bathroom.Breakfast was included and also very good for a smaller hotel.Overall if we need a hotel in Stratford again, we would choose here.",December 2017,5.0,71,Traveled with friends,-1,-1,-1,-1,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Jer W,Simple but good,"Clean business hotel in a convinient location.Modern hotel with simple restaurant and limited parking availability.Friendly staff, clean comfortable rooms and fair pricing.Good location in between city center and Stansted airport.",December 2017,4.0,95,Traveled on business,-1,-1,4.0,3.0,3.0,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,vickybahmed,Excellent Service,"Stayed on Friday night for a work do.  Excellent service, rooms clean, tidy and comfortable.The staff team could not have been more helpful.Wonderful service, great breakfast.Check in and out was extremely smooth.",December 2017,5.0,5,Traveled on business,-1,-1,-1,5.0,5.0,5.0
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Alex D,"Clean, tidy, and just what you need",Stayed for a week in London with my mother and have used HI Express in the past so decided to go again. Unfortunately on arrival they had given us a room with a double bed instead of 2 beds but this was quickly rectified by the staff and instead we got a larger and better room with what we had originally booked. Breakfasts in the morning were filling and had good continental and cooked choices. 5 minute walk to Stratford station with quick access to the tube to central London.,April 2017,4.0,98,Traveled with family,3.0,-1,4.0,4.0,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Kiofor,Recommended: Good value for money!,"+ most important: clean+ very friendly and helpful staff+ big room+ 5-10min walking to the next tube station (Stratford) with many connections+ good breakfast buffet included (nothing special but full English breakfast: beans, sausages, scrambled egg, two types of bread, muffins, croissants, several jams, yogurt, cereals, fruit, ...)- somewhat outside the city (tube zone 2/3)- relatively small queen-size bedAll in all, I was very content with our stay at the hotel and fully recommend it to anyone who doesn't want to spend a fortune on a London city hotel!",December 2017,5.0,17,Traveled as a couple,-1,3.0,-1,5.0,-1,5.0
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,fivebaryat,Strange way to treat customers,"Booked on the Holiday Inn Express own website for 3 nights.Arrived at a busy reception and was informed that my booking had been cancelled as my CCard had been refused. I told them this was nonsense. They said they had tried to call me to pay in advance to secure the rate, and as I could not be contacted at that attempt, the booking was cancelled, having just driven 317 miles, to say I was not amused is an understatement !!Eventually, the Manageress accepted the booking (event thought I had a confirmation), and an investigation into why my card was (so called) cancelled. I was then asked, "" has anyone mentioned the parking charges"" ? No - I was then informed it was £20.00 per night to park my car - it just gets better...Later the Lady Manager (who was trying to help) told me why the fiasco had ensued, my advice to anyone is do NOT under any circumstances use the Holiday Inn own site to make a reservation, use one of the third parties.Holiday Inn Express is becoming the Ryanair of the Hotel trade, take care when booking and read all the small print.As a goodwill gesture, some of the parking charges were refunded.Oh, and I paid with the CC'd that had allegedly been refused............",December 2017,3.0,16,Traveled with family,3.0,-1,-1,2.0,-1,4.0
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Zareenmino,Comfy cozy friendly,"Stayed for weekend, check in was quick and staff was Very friendly and helpful. Room has very comfortable bed, enjoyed freshness and cleanliness of room. Breakfast was great and services was high standard too. Its a Perfect city hotel.",October 2017,5.0,11,Traveled as a couple,-1,5.0,-1,5.0,-1,5.0
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Mike G,"Decent base  for working locally or exploring London, with good transport access","Spent around 10 days here as our base while working at the World Para Games. The hotel follows the standard set up of most Holiday Inn express hotels, decent rooms, buffet style breakfast included. We where on a high level floor, but there are two lifts as well as stairs. Our room was facing away from the roads, so no real issuses with noise at night.There is a bus stop very near to the hotel, Stratford High Street DLR and Pudding Mill Lane DLR are around a 5 minute walk and Stratford Underground about a 15 min walk. Westfield Shopping Centre and Stratford Shopping Centre are also 15 min walk.There is a Tesco express on the next block to the hotel.",July 2017,4.0,58,Traveled on business,-1,-1,-1,4.0,4.0,4.0
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Douglas G,Weekend away,"The hotel is located to good transport links, has limited car parking available at a price. The staff are very attentive and helpful.We only ate breakfast there which was average. Options were cereals, breads, pastries, fruit and some cooked items - bacon, scrambled eggs, sausages, qourn sausages, beans.There seemed to be a good selection of other food available however it seemed a bit overpriced. Did not eat to be able to comment on quality.Room size is good, has adequate facilities, a good sized shower/toilet room with a powerful flow from the shower and a good temperature.The first room we were allocated to had a sewage smell which seemed to get worse. When this was  highlighted to reception staff they accommodate a move to another room and were very helpful.The bed was very comfortable with a good selection of hard/soft pillows. Heating/cooling unit seemed a bit temperamental.Room did get a bit stuffy but we opened the window frequently.You could hear noises from nearby rooms ie phones ringing.The room was generally clean however more attention to detail required ie headboard, pics, ledges had some dust.When the window was open you could smell smoke from the smoke area and hear chatter which is not good when you are trying to sleep. The smoking area ( in the car park ) would be better placed moved away from the building.5/5 for staff however issues noted above make it a 4/5 overall",December 2017,4.0,34,Traveled as a couple,-1,-1,-1,-1,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Katrina V,Checked in then checked out,This hotel cost 140 pounds mid week for 1 person.  ($260 approx) including breakfast. It’s in the middle of nowhere close to nothing and the rooms look like hospital rooms especially the bathrooms. It wasn’t particularly clean and had a grotty feel. It was so bad I checked out and went back to London. Never again,November 2017,2.0,39,Traveled solo,-1,-1,-1,-1,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Tracy G,Fantastic Hotel in a Good Location,"I booked this Holiday Inn for one night whilst visiting the O2 arena, as the hotel we normally stay in was too expensive.  It was really reasonably priced for London and we were concerned that it might not be to a good standard. We found the hotel easily when exiting Stratford Station. On arrival, we were greeted by a friendly member of staff who checked us in.  The room was really nice, large enough, a very comfortable bed, a nice bathroom with shower and really hot water - I like it scorching and had to turn the temperature down.  Due to time constraints, we ate in the bar, nice choice of foods.  I had the Cajun chicken burger and chips, which was delicious, a large marinated breast in a brioche bun and my husband had a regular burger with chips, which was massive and he said very tasty.  Both were £11 each, very reasonable.  Again the staff were great.  We had a drink in the bar when returning after our concert and believe the bar in open to residents until 1am.  Free buffet style breakfast was served in the bar the next morning which was excellent.  Choice of cooked items, toast, pastries, fresh fruits and cereals.  Our overall experience was fantastic and we wouldn't hesitate in returning to this hotel.",November 2017,5.0,192,Traveled as a couple,-1,4.0,5.0,5.0,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,taz112m,One night stay,"I booked a room here for one night.First impressions very good.I was welcomed by friendly staff. I signed in and went up to my room on the 5th floor.  It was a lovely room very clean and tidy and the bed was so comfortable in didn't want to get up.The shower was awesome nice and hot just how I like it.  Please be careful the shower tray did get a little slippy.The room had a easy to use heater so you can adjust it for the perfect nights sleep. Breakfast is a help yourself buffet. From cereal, toast or full English. Tea and coffee. And the orange juice it cold. The hotel has a good bar shame.All in all a good clean friendly comfortable hotel.  My double room cost me £80 good value for money.If you need somewhere to stay near Stratford this is the place.",November 2017,5.0,540,Traveled with friends,-1,-1,-1,-1,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Ruf F,"Great Service, totally functional - and great staff!","I usually spend my time at the Holiday Inn or Staybridge Suites - but thought I would try this place out for a week or so.   I'm pleasantly, surprised!  The place is neat and clean - and yes, while it can do with a bit of a makeover, it's perfectly fine and functional. The staff are excellent, great at what they do - and things are made easy by the great team here. Downside? Well, there isn't that much to do around the place re dinner, but the meals here are simple, clean and well prepared - so it's just right for me (and if you really want something exotic, then there are apps available to order out).  The No25 bus takes me straight to work and is around 50 yards from the front door - so transportation for me is brilliant. Well worth a stay here if you're out and about during the day.",November 2017,4.0,30,Traveled on business,-1,3.0,4.0,5.0,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,scalesjason,Great comfortable stay but dining needs improvement,"This hotel is in a great location for Stratford, The Westfield and the Olympic Park. The rooms are as you'd expect from a Holiday Inn Express, really comfortable and the staff attentive when needed.But the dining needs improvement. Breakfast each morning was good, but the eggs left not very much to be desired and the coffee not so great. I also ordered lunch at this hotel and the food is expensive for what you receive. Often running out of milk and juices, staff don't seem too attentive to this and need to keep requesting.",October 2017,4.0,21,not mentioned,-1,-1,-1,-1,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Sparrowlegs77,Great Location,"This hotel has a great location with excellent transport link.  Stratford High Street DLR station is only a 2 minute walk away.  The room was comfortable with a very spacious shower.  We stayed here as we were attending an event at the Lee Valley Velodrome and it was on 15 minute walk through the Olympic park to get there.  The hotel is a great base for exploring the East end of London such as the O2, the olympic park, Westfield shopping centre or the Excel Centre.  Staff were friendly, breakfast was well stocked.  I would definitely stop here again.",October 2017,5.0,146,Traveled as a couple,5.0,-1,5.0,5.0,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,StAudAly,"Great Hotel, Helpful Staff !","Very comfortable room and exceptionally quiet. Good value for money and so close to the Olympic Park. Good quality breakfast. Staff on reception very helpful, especially Antoinette!Would definitely use this hotel again. Thank you for a great stay.Alyson & Greg",October 2017,5.0,50,Traveled as a couple,-1,5.0,-1,5.0,-1,5.0
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,ClaireSomerset_UK,Good Hotel - Great location,"We booked a room here for the night as we attending an event at the Arcelormital Orbit at the Olympic Park and needed somewhere close.  This is about a ten minute walk away from the park so the location was perfect. The room was clean and had everything that we needed.  There were tea and coffee making facilities and the bed was comfortable.  After the event we had drinks at the hotel bar, which were reasonably priced.  The breakfast in the morning was self service buffet style and there was hot and cold food available and plenty of it.  The breakfast was included in the price of the room and was good value.  The parking was an extra £20 for the night and is very secure.  In all very good value for money, clean and great location.  Will definitely use this hotel again - if not fully booked!",July 2017,5.0,50,Traveled as a couple,-1,5.0,-1,5.0,5.0,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,BeachStone2C,Good value for the money,"Stayed here after visiting the Olympic Stadium, easy walk. Room was compact, very clean including the bathroom. Staff at reception friendly and helpful. Breakfast was a pleasant surprise. I can recommend this hotel for a casual stay.",October 2017,4.0,"2,720",Traveled with friends,-1,-1,-1,-1,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,KerryLNottingham,Good value,The hotel was lovely if a little basic. We were only staying in London for one night and it did the job. One bit of helpful information I can give is if you are on foot from the tube station go over the footbridge outside the Westfield centre near the bus station before following instructions from google maps! It was clean and the staff were friendly. Would definitely stay again.,October 2017,4.0,54,Traveled as a couple,-1,-1,-1,-1,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,MsBourne,would stay again,"Clean basic hotel. There was a problem upon check that was quickly resolved.Not a full English breakfast but some hot food available. Free newspapers and magazines. Only given enough for 2 cups of tea per 24 hours, had to ask for more at reception. Sound proof rooms, did not hear other guests. Most of the staff were polite and friendly.",October 2017,4.0,14,not mentioned,-1,-1,-1,-1,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Pete S,Working visit,"Stayed here for a meeting in London, I use IHG hotels a lot and I have to say this is a great holiday inn express.This was my first visit to this hotel and I was very impressed, I found the staff very helpful and polite I had no problems with breakfast as mentioned by some people. This hotel also has a restaurant open in the evening which I thought was good especially after a long days travel it gives you another option instead of going out looking for somewhere. I noticed you could get a fixed 3 course meal for I think about £18 which is great for London.I will certainly be staying here again.",October 2017,5.0,25,Traveled on business,-1,-1,-1,-1,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Studio28 Travels,Great stay for quick trip,"I stayed here while my sister was moving to London to attend Queen Mary University. The hotel lobby and rooms were nicely designed, not old fashioned. The room was clean, spacious, and really all your needs were available. However the WIFI was slow when it did connect. The breakfast buffet was really good! The location was perfect for us as it is a 10 minute walk to Westfield Stratford City (great shopping mall), Stratford station (for underground tube,DLR, and trains) and the bus stop is right in front of the hotel. This made getting around the city was quite easy. The only thing I wish the hotel and or website would have provided was options from Gatwick Airport and not just from London City Airport.",September 2017,4.0,13,not mentioned,-1,-1,-1,-1,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Mike F,Great place to stay in London,"Only a few minutes from one of the best connected railway stations in London, but not charged out at ""full London prices"". This is clean well organised hotel near to Stratford railway station, the shopping centre in Stratford and the ""Westfield"" shopping centre if  you like that sort of thing. There are local restaurants and of course Brick Lane is not far away.",September 2017,5.0,708,Traveled as a couple,-1,-1,5.0,5.0,-1,5.0
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Oversetter,"Good clean hotel, welcoming staff","This was Holiday Inn Express was ideally located for us, and I like that they have a (paying) car park.  The staff were all very welcoming and helpful, and offered us a late check-out. This is a modern, purpose-built hotel with good noise insulation. Very comfortable, and definitely a hotel I will use again.",September 2017,4.0,84,Traveled as a couple,-1,-1,-1,4.0,4.0,4.0
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Vittal K,Value for money!,"Stayed for a week - on business trip1. close proximity to London Tube station (Stratford Station)2. Complementary breakfast was part of my package. Though breakfast did not carry a wide variety, it was certainly value for money!3. Staff was very courteous and helpful during my stay4. Rooms are not very spacious but fit the purpose of a short business trip* Stayed from 3rd Oct-2016 (for 1 week)",October 2016,4.0,5,Traveled on business,4.0,-1,-1,4.0,3.0,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,YKPng,Bringing son to Queen Mary University.,"Few bus  stops away from QMUL or about 7 pounds by uber. Free Wi-Fi. Clean decently spacious room. Friendly staff. Convenient location, near to Stratford subway too. Room is bright enough and water is reasonably strong.",September 2017,4.0,388,Traveled with family,-1,-1,-1,-1,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Ian R,"Clean hotel, good transport links","Good, comfortable, clean hotel. We've used this hotel a few times before and always found the reception staff helpful, friendly and efficient. The breakfast is OK, but the staff always seem swamped with the volume of people consuming the food and cannot keep up with replenishing the food.The hotel is situated in the newly regenerated part of London close to Stratford station with its superb public transport links. If you don't fancy the walk from the hotel to the station, use the bus. There always seemed to be one in sight so there was no waiting.",September 2017,4.0,38,Traveled as a couple,-1,-1,-1,-1,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Bruno671,Friday/Monday 50th Birthday 🎉,Wow what a lovely hotel beds was  comfy breakfast was lovely the staff work really hard they do as much as they can for u once outside u can see London airport over the rd not the dearest drinks we bought a pint of Stella £4.60 nice bathrooms ironing boards hair dryers had 3 lovely nights here I will go back after easter,September 2017,5.0,9,Traveled with family,-1,-1,-1,-1,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,trevorviegas,Last minute nite stay at the his hotel,"We spent the night at this his hotel on the spur of the moment after a night out in London/Spitafields. For what the hotel charges, this establishments is great value for money.. The bonus is a great breakfast that is complementary.",August 2017,4.0,234,Traveled with friends,-1,4.0,-1,4.0,-1,4.0
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,skippy_ste,Tired. Broken Air Con,Sorry. The location and price are good. But a hot summer night with broken air con is no fun. The rooms are little tired but perfectly reasonable. I'm afraid my bathroom had a 'smell' to it. I'm fairly reasonable but I was glad to get away from this hotel after two poor nights sleep.,July 2017,2.0,354,Traveled on business,-1,-1,-1,-1,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Ann M,Week/end break in London.,"Stayed here for w/end whilst going to World Para Athletics. Nothing was too much trouble, room was very clean & comfortable. Food was of an excellent standard, from breakfast to evening meal. All the staff were most helpful & friendly, they are a credit to the company. I would definitely stay here again & have no hesitation in recommending this hotel to others.",July 2017,5.0,10,Traveled with friends,-1,-1,-1,-1,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Danny B,Excellent modern HI Express in convenient location,"This is one of my favorite HI Express hotel to date. The location is great for a walk to the Olympic park (and a swim at the aquatic centre) or a visit to the Westfield shopping centre with its excellent choice of restaurants.The staff were attentive and recognised my membership status, i was explained the amenities and the quickest route to the Olympic park.the rooms are modern and convenient and i am glad that after having been booked in other hotel chains to be back at the HI brand. The room have exactly what you need and i always get a comfortable sleep. I like the idea you can request your rooms not to be cleaned and to be offered points in recognition. i liked the reminder on the mirror that breakfast was included and the new no nonsense WiFi is a winner to. it might not be super-fast, but good for some internet browsing and catching up with emails.There is an ironing room every other floor. The idea for a ironing room is great as you know you can always iron your shirt, but having one on every other floor is the only let down!It is a 5-10 minute walk from the train station, which is just the right distance for a brisk morning walk to wake up.",August 2017,4.0,692,Traveled on business,-1,4.0,-1,5.0,4.0,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Faye H,5min to 10min walk to Olympic Park,"Handy location close to Stratford centre and the Olympic Park. The rooms are comfy and have a kettle TV and shower gels/soaps. We had a family room which has a double and a sofa bed, the mattress on the sofa bed was similar to memory foam, which was firmer than I'm used to but the beds were comfy. We had one with a view across to the Olympic park, The car park is only small and I believe costs around £20 a night, spaces can't be reserved and I'd recommend if you're staying on a weekend parking at the Westfield Centre which does reduced rates for long weekend stays (we paid £13,50 from Saturday lunch to Monday morning). The breakfasts are quite extensive for this type of hotel not just continental but also bacon, sausages and scrambled egg. Lots of choice for coffee and tea too. The staff were very friendly and helpful. Excellent place to stay if you are doing RideLondon as the hotel starts breakfasts at 4.30am and allows the bikes in the hotel. They were really accommodating throughout",July 2017,4.0,35,Traveled with family,-1,-1,4.0,5.0,-1,3.0
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Maryhazel,Good hotel for a long weekend.,"Needed a hotel near the stadium at Queen Elizabeth Park and this fit the bill very well. Pleasant staff, good breakfast with hot and cold options. I have a mobility problem so also hired a mobility scooter for the weekend and our room was very spacious so plenty of room to house the scooter. The room also had disabled shower facilities which were fine apart from the drainage being rather poor, so the whole of the shower/wet-room floor flooded.  Proving a floor scraper would have helped...we just had to lay all the towels down so we could get to the toilet! Other than that a good hotel.",July 2017,4.0,76,Traveled as a couple,4.0,5.0,-1,5.0,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Madcaddy81,Amazing Staff,I am in Stratford for three nights on a business trip and have to say the staff here are amazing! The food is good quality and the rooms clean and well looked after! It was my birthday while I visited and the bar staff made a point of bringing my food up to my room with a birthday card and some  chocolate! The attention to detail was truly amazing! For a budget hotel this felt like 5* treatment! Hats off to you holiday inn express stratford! It goes to show that it really is the people who make the experience! Thank you for a lovely visit and I will be sure to book in with you next time I am in London!,July 2017,5.0,7,Traveled on business,-1,-1,-1,-1,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,MattSudol,Holiday Inn Express London Stratford,"A very nice, clean environment with all the facilities needed only down side was that good was not available until 1800hrs. Close to Stratford High street DLR, Stratford Train,Tube & DLR station, Stratford International Train & DLR station. The Olympic park is easily accessible so is Westfield shopping centre. Top tip if you want food Tesco is down the road and Travelodges cafe bar is open to non residence and a lot cheaper.",July 2017,3.0,111,Traveled with family,-1,-1,-1,-1,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,BenAndLayla,Great Location for the Olympic Park,"Great location if you're attending any functions at or near the Olympic Park, Great room sized, nice shower, tea & coffee available in the room. Probably the first hotel that I've stayed at that actually has plenty of easily accessible sockets including next to the bed. Great value for money. Only downside, could do with more variety for breakfast, and a quicker turn-around than 15 minutes to deep-fry some sausages. We stayed in a family room, so we got a queen bed and a sofa that opened info another bed, it did the job for 1 night. Would stay again if going to the Olympic Park",July 2017,4.0,40,Traveled with friends,-1,-1,5.0,4.0,-1,5.0
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,MRSTOWN1975,Great hotel perfect for Olympic park.,"Booked as we had tickets for the para athletics at the London stadium. Very close to Stratford tube station and very easy to find. Arrived at 11am hoping to leave our bags while we went sightseeing but the lovely receptionist checked us in to a room that was ready after making sure we were ok with a room overlooking the road which we were! Great service. Room was basic but clean and had everything we needed including a window that opened and air conditioning.Just 10 minutes walk and you are at the stadium, Olympic park and The Orbit. Prices and service at the bar when we returned was good and we had a good night's sleep. Breakfast was great and was a bonus to have it included in a London hotel. Plenty of choice including cereal, fruit, yogurt, toast, pastries and cooked options. Nice to be able to take a coffee and muffin away too. Perfect hotel for Olympic park and the staff are a great asset :)",July 2017,5.0,41,Traveled as a couple,-1,-1,-1,-1,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Diabl0,Nailed the basics,"Stayed here for the World Para Athletics.  Location was great, Room was fine, staff were friendly and breakfast was a good selection of hot and cold food.  This place did all the things you would want from a hotel.  A little walk from the tube but overall was impressed.",July 2017,4.0,80,Traveled with family,4.0,-1,5.0,5.0,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,kimbo1304,Fantastic weekend break,"Spent 3 wonderful nights here.Great room, great breakfast, friendly staff.Wifi was brilliant. Highly recommended, close to all amenities easy to travel to all the London sights.Will definitely visit again the next time I'm in London",June 2017,5.0,6,Traveled with friends,-1,-1,-1,-1,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,RichardWiggett,Extra mile,"I've visited a lot of hotels in and around London over the years and the holiday inn express is one of the best I've stayed in. From the moment we arrived the staff where friendly and helpful and made our whole staff even better. We arrived at 10:00 on Saturday morning and asked to leave our bags there for the day and come back and check in later. The lady on reception said she could check us in now if we wanted which was great. Then offered us breakfast for free which was lovely as been up and on the road since 6am. They also gave me a free drink as was my birthday. We had a room on the 4th floor (427) lovely and clean, super comfy bed, with a choice of pillows. Tea and coffee also for when we fancied. Breakfast was included in the price and added bonus of being offered breakfast on the Saturday. Was really nice. Choice of cereal, hot and cold food, toast, yogurt. Good choice of fruit juice and coffee.The hotel is a 5 minute walk from the London stadium and Stratford shopping area with the underground access. Bus stop near also if needed .Will be back here for sure as the way we where looked after was second to none. Thank you.",July 2017,5.0,745,Traveled as a couple,-1,-1,-1,-1,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Hilton M,Not The Ritz but a good place to stay for the price,"About 10 minutes walk from Stratford rail and Westfield, on major bus routes, 15 minute walk to the stadium, this is a more than adequate place to stay. The rooms where clean and quite, all staff encountered were polite and helpful. Does provide value for money.",July 2017,4.0,35,Traveled as a couple,-1,-1,-1,-1,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Mrathed,"Walking distance from the station, great rooms, average breakfast","Visited London for business. Stayed in this hotel for three nights. Average price for the area, very good room and clean. Service excellent. Breakfast was a bit of a disappointment; not bad, but jut average. There is plenty of room for improvement there in terms of variety.Recommended for a business trip, but not sure for other purposes.",July 2017,4.0,6,Traveled on business,-1,-1,-1,-1,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,JadeMarieBlossom,Visited through work,"Really lovely, modern and clean hotel. Staff were very friendly and hotel well maintained. Enjoyed the selection at breakfast. Very close to Westfield and the Olympic Park and easy enough to find from both stations. Would certainly stay again.",June 2017,4.0,35,Traveled on business,-1,5.0,5.0,5.0,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,hotelreview2019,Great!,"My friend and I stayed here for 1 night. Great room, good service for check in, breakfast included in a cheap rate. Very close to Westfield and Stratford tube so perfect for people who want to be close to shops and restaurants and travel links. Quiet and peaceful area.",June 2017,5.0,8,Traveled with friends,-1,-1,-1,-1,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,dotcomslacker,As Expected,It was a Holiday Inn on a major high street.Everything was just as expected - breakfast was better than expected. Staff were great.Great location for Westfield and tube for O2. Will definitely be back.,July 2017,4.0,86,Traveled on business,-1,-1,-1,5.0,3.0,5.0
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Mike_of_Sussex,Very good for what it is,"This is a basic hotel with modest facilities, but very good for its type. I wanted a comfortable but inexpensive London hotel for a one night business trip. Central London was stupidly expensive in early summer, so I took a chance on this one. The hotel was very clean and comfortable and the restaurant for dinner and breakfast was fine, not gourmet, but fine. The location is within easy walking distance of the Westfield shopping Centre and the Olympic Park, so great for those, otherwise it's not great. But it's also walking distance of Stratford Station and that offers pretty good access into London, avoid the rush hour unless you don't mind pretending to be a sardine. Overall, this is a very good hotel for the price they charge and I have to say the staff were really working hard at being attentive and giving good service, so a special mention for them.",July 2017,5.0,38,Traveled on business,-1,3.0,5.0,5.0,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,123Ronnie,Good hotel,"We stayed here, as watched a concert at Olympic park. Perfect location, within walking distance to stadium took us about 10/15 mins. Within walking distance to tube station, and Westfield mall took about 15/20 mins. We enjoyed our stay here, staff were friendly and welcoming. Room was nice size, but did notice few small dead bugs on window ledge. But, aside from that nice and clean, with comfy beds. We were overlooking back yard store, so heard bottles being emptied into bin about 8am. Breakfast was nice, constantly being restocked. But, nice and quiet aside from that. Would stay here again.",June 2017,4.0,103,Traveled with family,-1,-1,-1,-1,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Kev,First Class Service,"Arrived before 9 in the morning and not only did they allow us into the car park so we could go out for the day, they gave us our room and told us to help ourselves to breakfast.  So 2 breakfasts for the price of one and a very comfy room.  Will be back when in area.",June 2017,5.0,363,Traveled as a couple,-1,-1,-1,-1,-1,-1
